mukim,state_id,district,state,postcode1,postcode2,postcode3,postcode
PEKAN SUNGAI UDANG,4,MELAKA TENGAH,MELAKA,76300,76300,"76300, 26600",76300
PEKAN TANGGA BATU,4,MELAKA TENGAH,MELAKA,,,26600,26600
PEKAN TANJONG KLING,4,MELAKA TENGAH,MELAKA,76400,76400,"76400, 26600",76400
AYER PANAS,4,JASIN,MELAKA,77000,"77000, 77200, 78000",77000,77000
BATANG MALAKA,4,JASIN,MELAKA,77000,77000,77000,77000
BUKIT SENGGEH,4,JASIN,MELAKA,77000,"77000, 77500",77000,77000
CHABAU,4,JASIN,MELAKA,77000,"77000, 77100","77000, 94000",77000
CHIN CHIN,4,JASIN,MELAKA,77000,77000,77000,77000
CHOHONG,4,JASIN,MELAKA,77000,77000,77000,77000
JASIN,4,JASIN,MELAKA,77000,77000,77000,77000
JUS,4,JASIN,MELAKA,77000,77000,77000,77000
KESANG,4,JASIN,MELAKA,77000,77000,77000,77000
MERLIMAU,4,JASIN,MELAKA,"77000, 77300","77000, 77300","77000, 77300","77000, 77300"
NYALAS,4,JASIN,MELAKA,77000,"77000, 77100",77000,77000
RIM,4,JASIN,MELAKA,77000,77000,77000,77000
SEBATU,4,JASIN,MELAKA,77000,"77000, 77300",77000,77000
SELANDAR,4,JASIN,MELAKA,"77000, 77500","77000, 77500","77000, 77500","77000, 77500"
SEMPANG,4,JASIN,MELAKA,77000,77000,77000,77000
SEMUJOK,4,JASIN,MELAKA,77000,77000,77000,77000
SERKAM,4,JASIN,MELAKA,77000,"77000, 77300",77000,77000
SUNGEI RAMBAI,4,JASIN,MELAKA,77000,77000,77000,77000
TEDONG,4,JASIN,MELAKA,77000,77000,"77000, 27400",77000
UMBAI,4,JASIN,MELAKA,77000,"77000, 77300",77000,77000
BANDAR JASIN,4,JASIN,MELAKA,77000,77000,77000,77000
BANDAR MERLIMAU,4,JASIN,MELAKA,"77000, 77300","77000, 77300","77000, 77300","77000, 77300"
PEKAN ASAHAN,4,JASIN,MELAKA,"77000, 77100","77000, 77100","77000, 77100, 26600","77000, 77100"
PEKAN BATANG MALAKA,4,JASIN,MELAKA,77000,77000,"77000, 26600",77000
PEKAN BEMBAN,4,JASIN,MELAKA,77000,77000,"77000, 26600",77000
PEKAN CHIN CHIN,4,JASIN,MELAKA,77000,77000,"77000, 26600",77000
PEKAN KESANG PAJAK,4,JASIN,MELAKA,77000,77000,"77000, 26600",77000
PEKAN NYALAS,4,JASIN,MELAKA,77000,"77000, 77100","77000, 26600",77000
PEKAN SELANDAR,4,JASIN,MELAKA,"77000, 77500","77000, 77500","77000, 77500, 26600","77000, 77500"
PEKAN SEMPANG BEKOH,4,JASIN,MELAKA,77000,"77000, 77300","77000, 26600",77000
PEKAN SUNGAI RAMBAI,4,JASIN,MELAKA,"77000, 77400","77000, 77400","77000, 77400, 26600","77000, 77400"
AYER PA'ABAS,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
BELIMBING,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
BERINGIN,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
BRISU,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
DURIAN TUNGGAL,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
GADEK,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
KELEMAK,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
KEMUNING,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
KUALA LINGGI,4,ALOR GAJAH,MELAKA,78000,"78000, 78200","78000, 71150",78000
KUALA SUNGEI BARU,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
LENDU,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
MACHAP,4,ALOR GAJAH,MELAKA,78000,"76100, 78000",78000,78000
MASJID TANAH,4,ALOR GAJAH,MELAKA,"78300, 78000","78300, 78000","78300, 78000","78300, 78000"
MELAKA PINDAH,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
MELEKEK,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
PADANG SEBANG,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
PARIT MELANA,4,ALOR GAJAH,MELAKA,78000,78000,"78000, 32800",78000
PEGOH,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
PULAU SEBANG,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
RAMUAN CHINA BESAR,4,ALOR GAJAH,MELAKA,78000,"78300, 78000",78000,78000
RAMUAN CHINA KECHIL,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
REMBIA,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI BARU HILIR,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI BARU TENGAH,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI BARU ULU,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI BULOH,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI PETAI,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
SUNGEI SIPUT,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
TABOH NANING,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
TANJONG RIMAU,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
TEBONG,4,ALOR GAJAH,MELAKA,78000,"77500, 78000",78000,78000
BANDAR ALOR GAJAH,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
BANDAR MASJID TANAH,4,ALOR GAJAH,MELAKA,"78300, 78000","78300, 78000","78300, 78000","78300, 78000"
BANDAR PULAU SEBANG,4,ALOR GAJAH,MELAKA,78000,78000,78000,78000
PEKAN DURIAN TUNGGAL,4,ALOR GAJAH,MELAKA,78000,78000,"78000, 26600",78000
PEKAN KUALA SUNGAI BARU,4,ALOR GAJAH,MELAKA,"78000, 78200","78000, 78200","78000, 26600, 78200","78000, 78200"
PEKAN LUBOK CHINA,4,ALOR GAJAH,MELAKA,78000,78000,"78000, 26600",78000
PEKAN REMBIA,4,ALOR GAJAH,MELAKA,78000,78000,"78000, 26600",78000
BAGAN,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
CHAAH BAHRU,1,BATU PAHAT,JOHOR,"83000, 85400","83000, 85400","83000, 85400","83000, 85400"
KAMPONG BAHRU,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
LINAU,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
LUBOK,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
MINYAK BEKU,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
PESERAI,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
SIMPANG KANAN,1,BATU PAHAT,JOHOR,83000,83000,"34700, 83000",83000
SIMPANG KIRI,1,BATU PAHAT,JOHOR,83000,83000,"34700, 83000",83000
SRI GADING,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
SRI MEDAN,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
SUNGAI KLUANG,1,BATU PAHAT,JOHOR,"83000, 86000","83000, 86000","83000, 86000","83000, 86000"
SUNGAI PUNGGOR,1,BATU PAHAT,JOHOR,83000,"83000, 83100",83000,83000
TANJONG SEMBRONG,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
BANDAR AYER HTAM,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
BANDAR BANDAR PENGGARAM,1,BATU PAHAT,JOHOR,83000,83000,83000,83000
BANDAR RENGIT,1,BATU PAHAT,JOHOR,"83000, 83100","83000, 83100","83000, 83100","83000, 83100"
BANDAR SENGGARANG,1,BATU PAHAT,JOHOR,"83000, 83200","83000, 83200","83000, 83200","83000, 83200"
BANDAR YONG PENG,1,BATU PAHAT,JOHOR,"83000, 83700","83000, 83700","83000, 83700","83000, 83700"
JELUTONG,1,JOHOR BAHRU,JOHOR,,,"98100, 11600","98100, 11600"
PLENTONG,1,JOHOR BAHRU,JOHOR,,,,81750
PULAI,1,JOHOR BAHRU,JOHOR,,,,81300
SUNGAI TIRAM,1,JOHOR BAHRU,JOHOR,,81800,,81800
TANJUNG KUPANG,1,JOHOR BAHRU,JOHOR,,81550,09200,81550
TEMBRAU,1,JOHOR BAHRU,JOHOR,,,,81100
BANDAR JOHOR BAHRU,1,JOHOR BAHRU,JOHOR,,,,80000
ULU BENUT,1,KLUANG,JOHOR,"86000, 82200","86000, 82200, 86200","86000, 82200","86000, 82200"
KAHANG,1,KLUANG,JOHOR,"86000, 86700","86000, 86700","86000, 86700","86000, 86700"
KLUANG,1,KLUANG,JOHOR,86000,86000,86000,86000
LAYANG-LAYANG,1,KLUANG,JOHOR,"81850, 86000","81850, 86000","06900, 81850, 86000","81850, 86000"
MACHAP,1,KLUANG,JOHOR,86000,86000,86000,86000
NIYOR,1,KLUANG,JOHOR,86000,86000,86000,86000
PALOH,1,KLUANG,JOHOR,"86000, 86600","86000, 86600","86000, 86600","86000, 86600"
RENGAM,1,KLUANG,JOHOR,"86000, 86300","86000, 86300","86000, 86300","86000, 86300"
BANDAR KLUANG,1,KLUANG,JOHOR,86000,86000,86000,86000
BANDAR PALOH,1,KLUANG,JOHOR,"86000, 86600","86000, 86600","86000, 86600","86000, 86600"
BANDAR RENGAM,1,KLUANG,JOHOR,"86000, 86300","86000, 86300","86000, 86300","86000, 86300"
ULU SUNGAI JOHOR,1,KOTA TINGGI,JOHOR,,,71350,71350
ULU SUNGAI SELIDI BESAR,1,KOTA TINGGI,JOHOR,,,71350,71350
JOHOR LAMA,1,KOTA TINGGI,JOHOR,,,71350,71350
KAMBAU,1,KOTA TINGGI,JOHOR,,,"94000, 71350","94000, 71350"
KOTA TINGGI,1,KOTA TINGGI,JOHOR,,,71350,71350
PANTAI TIMUR,1,KOTA TINGGI,JOHOR,,,71350,71350
PENGGERANG,1,KOTA TINGGI,JOHOR,,,71350,71350
SELIDI BESAR,1,KOTA TINGGI,JOHOR,,,71350,71350
SELIDI KECHIL,1,KOTA TINGGI,JOHOR,,,71350,71350
TANJUNG SURAT,1,KOTA TINGGI,JOHOR,,,71350,71350
BANDAR KOTA TINGGI,1,KOTA TINGGI,JOHOR,,,71350,71350
JEMALUANG,1,MERSING,JOHOR,86800,86800,86800,86800
LENGGOR,1,MERSING,JOHOR,86800,86800,"33600, 86800",86800
MERSING,1,MERSING,JOHOR,86800,86800,86800,86800
PADANG ENDAU,1,MERSING,JOHOR,"86900, 86800","86900, 86800","86900, 86800","86900, 86800"
PENYABONG,1,MERSING,JOHOR,86800,86800,86800,86800
PULAU AUR,1,MERSING,JOHOR,86800,86800,86800,86800
PULAU BABI,1,MERSING,JOHOR,86800,86800,86800,86800
PULAU PEMANGGIL,1,MERSING,JOHOR,86800,86800,86800,86800
PULAU SIBU,1,MERSING,JOHOR,86800,86800,"96000, 86800",86800
PULAU TINGGI,1,MERSING,JOHOR,86800,86800,86800,86800
SEMBRONG,1,MERSING,JOHOR,86800,86800,86800,86800
TENGGAROH,1,MERSING,JOHOR,86800,86800,86800,86800
TENGLU,1,MERSING,JOHOR,86800,86800,86800,86800
TRIANG,1,MERSING,JOHOR,86800,86800,"28310, 86800",86800
BANDAR JEMALUANG,1,MERSING,JOHOR,86800,86800,86800,86800
BANDAR MERSING,1,MERSING,JOHOR,86800,86800,86800,86800
BANDAR MERSING KANAN,1,MERSING,JOHOR,86800,86800,86800,86800
BANDAR PADANG ENDAU,1,MERSING,JOHOR,"86900, 86800","86900, 86800","86900, 86800","86900, 86800"
AYER HITAM,1,MUAR,JOHOR,"84200, 84000, 86100","84200, 84000, 86100","84200, 06150, 84000, 86100","84200, 84000, 86100"
BANDAR,1,MUAR,JOHOR,84000,84000,84000,84000
BUKIT KEPONG,1,MUAR,JOHOR,84000,84000,84000,84000
JALAN BAKRI,1,MUAR,JOHOR,"84200, 84000","84200, 84000","84200, 84000","84200, 84000"
JORAK,1,MUAR,JOHOR,84000,"84300, 84000",84000,84000
LENGA,1,MUAR,JOHOR,84000,"84600, 84000",84000,84000
PARIT BAKAR,1,MUAR,JOHOR,84000,84000,"84000, 32800",84000
PARIT JAWA,1,MUAR,JOHOR,"84000, 84150","83500, 84000, 82100, 82000, 86400, 84150","84150, 84000, 32800","84000, 84150"
SRI MERANTI,1,MUAR,JOHOR,84000,84000,84000,84000
SUNGAI BALANG,1,MUAR,JOHOR,84000,"83600, 84000",84000,84000
SUNGAI RAYA & KAMPUNG BUKIT PASIR,1,MUAR,JOHOR,"84300, 84000","84000, 86900, 83200, 83000, 84300","84300, 84000","84300, 84000"
SUNGAI TERAP,1,MUAR,JOHOR,84000,84000,84000,84000
BANDAR BANDAR MAHARANI,1,MUAR,JOHOR,84000,84000,84000,84000
BANDAR BUKIT KEPONG,1,MUAR,JOHOR,84000,84000,84000,84000
BANDAR PANCHOR,1,MUAR,JOHOR,"84500, 84000","81920, 84500, 84000","84500, 84000","84500, 84000"
BANDAR PARIT JAWA,1,MUAR,JOHOR,"84000, 84150","83500, 84000, 82100, 82000, 86400, 84150","84150, 84000, 32800","84000, 84150"
PEKAN BUKIT PASIR,1,MUAR,JOHOR,"84300, 84000","83000, 84300, 84000","84300, 84000, 26600","84300, 84000"
AYER BALOI,1,PONTIAN,JOHOR,"82100, 82000","82100, 82000","82100, 82000","82100, 82000"
AIR MASIN,1,PONTIAN,JOHOR,82000,82000,82000,82000
API-API,1,PONTIAN,JOHOR,82000,82000,82000,82000
BENUT,1,PONTIAN,JOHOR,"82200, 82000","82200, 82000","82200, 82000","82200, 82000"
JERAM BATU,1,PONTIAN,JOHOR,82000,82000,"45800, 31850, 82000",82000
PENGKALAN RAJA,1,PONTIAN,JOHOR,82000,82000,82000,82000
PONTIAN,1,PONTIAN,JOHOR,82000,82000,82000,82000
RIMBA TERJUN,1,PONTIAN,JOHOR,82000,82000,82000,82000
SERKAT,1,PONTIAN,JOHOR,82000,82000,82000,82000
SUNGAI KARANG,1,PONTIAN,JOHOR,82000,82000,82000,82000
SUNGEI PINGGAN,1,PONTIAN,JOHOR,82000,82000,82000,82000
BANDAR BENUT,1,PONTIAN,JOHOR,"82200, 82000","82200, 82000","82200, 82000","82200, 82000"
BANDAR PONTIAN KECHIL,1,PONTIAN,JOHOR,82000,82000,82000,82000
PEKAN PEKAN NENAS,1,PONTIAN,JOHOR,"81500, 82000","81500, 82000","81500, 26600, 82000","81500, 82000"
BEKOK,1,SEGAMAT,JOHOR,"86500, 85000","86500, 85000","27660, 86500, 85000","86500, 85000"
BULOH KASAP,1,SEGAMAT,JOHOR,"85010, 85000","85010, 85000","85010, 27660, 85000","85010, 85000"
CHAAH,1,SEGAMAT,JOHOR,"85400, 85000","85400, 85000","27660, 85000, 85400","85400, 85000"
GEMAS,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
GEMEREH,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
JABI,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
JEMENTAH,1,SEGAMAT,JOHOR,"85200, 85000","85200, 85000","27660, 85200, 85000","85200, 85000"
LABIS,1,SEGAMAT,JOHOR,"85300, 85000","85300, 85000","27660, 85300, 85000","85300, 85000"
POGOH,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
SERMIN,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
SUNGAI SEGAMAT,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
BANDAR BATU ANAM,1,SEGAMAT,JOHOR,"85100, 85000","85100, 85000","85100, 27660, 85000","85100, 85000"
BANDAR BEKOK,1,SEGAMAT,JOHOR,"86500, 85000","86500, 85000","27660, 86500, 85000","86500, 85000"
BANDAR BULOH KASAP,1,SEGAMAT,JOHOR,"85010, 85000","85010, 85000","85010, 27660, 85000","85010, 85000"
BANDAR JEMENTAH,1,SEGAMAT,JOHOR,"85200, 85000","85200, 85000","27660, 85200, 85000","85200, 85000"
BADNAR LABIS,1,SEGAMAT,JOHOR,"85300, 85000","85300, 85000","27660, 85300, 85000","85300, 85000"
BANDAR SEGAMAT,1,SEGAMAT,JOHOR,85000,85000,"27660, 85000",85000
PEKAN GEMAS BAHRU,1,SEGAMAT,JOHOR,85000,85000,"85000, 27660, 26600, 73400",85000
KULAI,1,KULAIJAYA,JOHOR,81000,81000,81000,81000
SENAI,1,KULAIJAYA,JOHOR,81000,81000,81000,81000
SEDENAK,1,KULAIJAYA,JOHOR,81000,81000,81000,81000
BUKIT BATU,1,KULAIJAYA,JOHOR,81000,"84000, 81000",81000,81000
BANDAR KULAI,1,KULAIJAYA,JOHOR,81000,81000,81000,81000
TANGKAK,1,LEDANG,JOHOR,84900,84900,84900,84900
BUKIT SERAMPANG,1,LEDANG,JOHOR,,85200,68000,85200
GERSIK,1,LEDANG,JOHOR,,,08210,08210
SEROM,1,LEDANG,JOHOR,,84400,,84400
KUNDANG,1,LEDANG,JOHOR,,,,84600
KESANG,1,LEDANG,JOHOR,,84000,,84000
BADNAR BUKIT KANGKAR,1,LEDANG,JOHOR,,,,84300
BANDAR PARIT BUNGA,1,LEDANG,JOHOR,,84000,32800,84000
BANDAR SEROM,1,LEDANG,JOHOR,,84400,,84400
BANDAR SUNGAI MATI,1,LEDANG,JOHOR,84400,84400,84400,84400
BANDAR TANGKAK,1,LEDANG,JOHOR,84900,84900,84900,84900
PEKAN GRISEK,1,LEDANG,JOHOR,,,26600,26600
LABUAN,,,WP LABUAN,87000,87000,87000,87000
INANAM,12,KOTA KINABALU,SABAH,88450,88450,"88450, 71350",88450
KEPAYAN,12,KOTA KINABALU,SABAH,,,"06900, 71350","06900, 71350"
LIKAS,12,KOTA KINABALU,SABAH,88400,88400,"88400, 71350",88400
LOK KAWI,12,KOTA KINABALU,SABAH,88200,88200,"88200, 71350",88200
MENGGATAL,12,KOTA KINABALU,SABAH,88450,88450,"88450, 71350",88450
SEPANGGAR,12,KOTA KINABALU,SABAH,,,"43900, 71350","43900, 71350"
TANJUNG ARU,12,KOTA KINABALU,SABAH,88100,88100,"88100, 71350",88100
TELIPOK,12,KOTA KINABALU,SABAH,88450,88450,"88450, 71350",88450
BERUNGIS,12,TUARAN,SABAH,89200,89200,89200,89200
INDAI,12,TUARAN,SABAH,89200,89200,89200,89200
LEMBAH,12,TUARAN,SABAH,89200,89200,89200,89200
MENGKABONG,12,TUARAN,SABAH,89200,89200,"94650, 89200",89200
NABALU,12,TUARAN,SABAH,89200,89200,89200,89200
PANTAI,12,TUARAN,SABAH,89200,89200,89200,89200
PEKAN,12,TUARAN,SABAH,89200,89200,"89200, 26600",89200
SERUSOP,12,TUARAN,SABAH,89200,89200,89200,89200
TAMBALANG,12,TUARAN,SABAH,89200,89200,89200,89200
TENGAH,12,TUARAN,SABAH,89200,89200,89200,89200
ULU,12,TUARAN,SABAH,89200,89200,89200,89200
MANGKALADOI,12,TUARAN,SABAH,89200,89200,89200,89200
TENGHILAN,12,TUARAN,SABAH,"89200, 89260","89300, 89200, 89260","89200, 89260","89200, 89260"
TOPOKON,12,TUARAN,SABAH,89200,89200,89200,89200
TUARAN BANDAR,12,TUARAN,SABAH,89200,89200,89200,89200
TAMPARULI,12,TUARAN,SABAH,"89200, 89250","89200, 89250","89200, 89250","89200, 89250"
MEMBAKUT,12,BEAUFORT,SABAH,"89720, 89800","89720, 89800","89720, 89800","89720, 89800"
,12,KUALA PENYU,SABAH,89740,89740,89740,89740
,12,SIPITANG,SABAH,89850,89850,89850,89850
DONGGONGON,,,SABAH,,,27400,27400
,12,PENAMPANG,SABAH,89500,89500,"89500, 68000",89500
,12,KOTA MARUDU,SABAH,89100,89100,"71350, 89100",89100
,12,PITAS,SABAH,,"89050, 89100",,"89050, 89100"
,12,KUNAK,SABAH,91200,91200,91200,91200
PUEH LAND,13,KUCHING,SARAWAK,,,,94100
GADING LUNDU,13,KUCHING,SARAWAK,94500,94500,94500,94500
STUNGKOR,13,KUCHING,SARAWAK,,,,94500
SAMPADI,13,KUCHING,SARAWAK,,,,93070
JAGOI,13,KUCHING,SARAWAK,,,,94000
SENGGI POAK,13,KUCHING,SARAWAK,,,,94000
MATANG,13,KUCHING,SARAWAK,,,34750,34750
SALAK,13,KUCHING,SARAWAK,,,,93050
PANGKALAN AMPAT,13,KUCHING,SARAWAK,,,,94700
KUCHING UTARA,13,KUCHING,SARAWAK,,,,93050
KUCHING TENGAH,13,KUCHING,SARAWAK,,,,93050
BANDAR KUCHING,13,KUCHING,SARAWAK,,,,93100
SENTAH-SEGU,13,KUCHING,SARAWAK,,,,94200
MUARA TEBAS,13,KUCHING,SARAWAK,93010,93010,"84000, 93010",93010
BANDAR BATU KAWA,13,KUCHING,SARAWAK,,,,93250
"BATU 8, JALAN MATANG",13,KUCHING,SARAWAK,93050,93050,"34750, 93050",93050
BANDAR SUNGAI TENGAH,13,KUCHING,SARAWAK,,,,93050
BANDAR BATU KITANG,13,KUCHING,SARAWAK,,,,93250
"BATU 15, JALAN SENGGANG",13,KUCHING,SARAWAK,,,,94500
"175, JALAN SENGGANG",13,KUCHING,SARAWAK,,,,94500
"BANDAR JALAN BATU 19, JALAN SENGGANG",13,KUCHING,SARAWAK,,,,94500
"BANDAR BATU 24, JALAN SENGGANG",13,KUCHING,SARAWAK,,,,94500
BANDAR PANGKALAN KUT,13,KUCHING,SARAWAK,,,,94700
BANDAR BELIONG,13,KUCHING,SARAWAK,,,,94300
BANDAR BAKO,13,KUCHING,SARAWAK,,,,93010
BANDAR SEMATANG,13,KUCHING,SARAWAK,,94500,34750,94500
BANDAR LUNDU,13,KUCHING,SARAWAK,94500,94500,94500,94500
BANDAR JANGKAR,13,KUCHING,SARAWAK,,,,94500
BANDAR RAMBUNGAN,13,KUCHING,SARAWAK,,,,94500
BANDAR STUNKOR,13,KUCHING,SARAWAK,,,,94500
BANDAR KRANJI,13,KUCHING,SARAWAK,,,,94750
BANDAR SINIWAN,13,KUCHING,SARAWAK,,,,94000
BANDAR PAKU,13,KUCHING,SARAWAK,,94000,,94000
BANDAR JAMBUSAN,13,KUCHING,SARAWAK,,94000,,94000
BANDAR BAU,13,KUCHING,SARAWAK,94000,94000,94000,94000
BANDAR BUSO,13,KUCHING,SARAWAK,,94000,,94000
BANDAR TUNDONG,13,KUCHING,SARAWAK,,,27400,27400
BANDAR MUSI,13,KUCHING,SARAWAK,,,,94000
BANDAR TAI TON,13,KUCHING,SARAWAK,,,,94000
BANDAR BIDI,13,KUCHING,SARAWAK,,,,94000
BANDAR KROKONG,13,KUCHING,SARAWAK,,94000,,94000
BANDAR PANGKALAN TEBANG,13,KUCHING,SARAWAK,,,,94000
BANDAR PEJIRU,13,KUCHING,SARAWAK,,,,94000
BANDAR TIANG BEKAP,13,KUCHING,SARAWAK,93010,93010,93010,93010
BANDAR BARATOK,13,KUCHING,SARAWAK,,,,94200
BANDAR TAPAH,13,KUCHING,SARAWAK,,94200,35000,94200
BANDAR SIBURAN,13,KUCHING,SARAWAK,"94200, 96000","94200, 96000","94200, 96000","94200, 96000"
BANDAR TERBAT,13,KUCHING,SARAWAK,,,,94700
"BANDAR JALAN BATU 17, JALAN SENGGANG",13,KUCHING,SARAWAK,,,,95000
UNDUP,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
KLAUH,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BIJAT,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
SKARANG,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
KERANGGAS,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
MARUP,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
LAMANAK,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BUKIT BESAI,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
AI ENGKARI,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
LESONG,13,SRI AMAN,SARAWAK,"96850, 95000","96850, 95000","96850, 95000","96850, 95000"
SELANJANG,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
SILANTEK,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
SIRNANGGANG,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BANDAR LINGGA,13,SRI AMAN,SARAWAK,"94900, 95000","94900, 95000","94900, 95000","94900, 95000"
BANDAR LUBOK ANTU,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BANDAR ENGKILILI,13,SRI AMAN,SARAWAK,"95800, 95000","95800, 95000","95800, 95000","95800, 95000"
BANDAR BATU LINTANG,13,SRI AMAN,SARAWAK,95000,"95000, 93200","95000, 33200",95000
BANDAR BANTING,13,SRI AMAN,SARAWAK,95000,"94900, 95000","42700, 95000",95000
BANDAR PANTU,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BANDAR BAKONG,13,SRI AMAN,SARAWAK,95000,"96500, 95000",95000,95000
BANDAR UNDUP,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BANDAR SKRANG,13,SRI AMAN,SARAWAK,95000,"95700, 95000",95000,95000
BANDAR MELUGU,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
BANDAR SABU,13,SRI AMAN,SARAWAK,95000,95000,95000,95000
SEDUAN,13,SIBU,SARAWAK,96000,96000,96000,96000
ENGKILO,13,SIBU,SARAWAK,96000,96000,96000,96000
PASAI-SIONG,13,SIBU,SARAWAK,96000,96000,96000,96000
ASSAN,13,SIBU,SARAWAK,96000,96000,96000,96000
MENYAN,13,SIBU,SARAWAK,96000,96000,"06900, 96000",96000
KABANG,13,SIBU,SARAWAK,96000,96000,96000,96000
LUKUT,13,SIBU,SARAWAK,96000,96000,96000,96000
MAPAI,13,SIBU,SARAWAK,96000,96000,96000,96000
MAROH,13,SIBU,SARAWAK,96000,96000,96000,96000
SPALI,13,SIBU,SARAWAK,96000,96000,96000,96000
QYA-DALAT,13,SIBU,SARAWAK,"96000, 96300","96000, 96300","96000, 96300","96000, 96300"
SPAPA,13,SIBU,SARAWAK,96000,96000,96000,96000
PAKU,13,SIBU,SARAWAK,96000,"96000, 94000",96000,96000
LALAI,13,SIBU,SARAWAK,96000,96000,96000,96000
MUKAH,13,SIBU,SARAWAK,"96000, 96400","96000, 96400","96000, 96400","96000, 96400"
GIGIS,13,SIBU,SARAWAK,96000,96000,96000,96000
SELANGAU,13,SIBU,SARAWAK,96000,96000,96000,96000
BALINGAN,13,SIBU,SARAWAK,96000,96000,"09100, 96000",96000
ARIP,13,SIBU,SARAWAK,96000,96000,96000,96000
PELUNGAU,13,SIBU,SARAWAK,96000,96000,96000,96000
BAWAN,13,SIBU,SARAWAK,96000,96000,96000,96000
BULOH,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR SIBU,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR SENGEI MERAH,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR TEKU,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR DURIN,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR KANOWIT,13,SIBU,SARAWAK,"96000, 96700","96000, 96700","96000, 96700","96000, 96700"
BANDAR DAP,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR MACHAN,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR NGEMAH,13,SIBU,SARAWAK,96000,96000,96000,96000
BANDAR SENGAYAN,13,SIBU,SARAWAK,96000,96000,"06900, 96000",96000
BANDAR SIBINTEK,13,SIBU,SARAWAK,96000,96000,96000,96000
KONSESI MIRI,13,MIRI,SARAWAK,98000,98000,98000,98000
BANDAR LUTONG,13,MIRI,SARAWAK,"98000, 98100","98000, 98100","98000, 98100","98000, 98100"
BANDAR BAZAR JALAN RIAM,13,MIRI,SARAWAK,98000,98000,98000,98000
