postcode,location,district,state,mukim,postcode1,postcode2,postcode3
nan,JABATAN PENDIDIKAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN KEMAJUAN MASYARAKAT (KEMAS),KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PEMBANGUNAN KOPERASI,KANGAR,PERLIS,,nan,nan,nan
nan,PEJABAT MARA NEGERI,KANGAR,PERLIS,,nan,nan,nan
nan,BAHAGIAN PERLESENAN - KEMENTERIAN PENERANGAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PENERANGAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PENYIARAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PENGANGKUTAN JALAN,KANGAR,PERLIS,,nan,nan,nan
nan,UNIT PENGUATKUASA KEM. PERDAGANGAN & PERINDUSTRIAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PENGAIRAN & SALIRAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERIKANAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN HAIWAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERTANIAN,KANGAR,PERLIS,,nan,nan,nan
nan,PANGLIMA MARKAS 12 BRIGED,KANGAR,PERLIS,,nan,nan,nan
nan,MAJLIS PERBANDARAN KANGAR,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERANCANG BANDAR & DESA,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN BOMBA & PENYELAMAT,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERHUTANAN,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERHILITAN,KANGAR,PERLIS,,nan,nan,nan
nan,POS MALAYSIA BERHAD,KANGAR,PERLIS,,nan,nan,nan
nan,TELEKOM MALAYSIA BERHAD,KANGAR,PERLIS,,nan,nan,nan
nan,TENAGA NASIONAL BERHAD,KANGAR,PERLIS,,nan,nan,nan
nan,PEGAWAI KEMAJUAN NEGERI,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN AGAMA ISLAM PERLIS,KANGAR,PERLIS,,nan,nan,nan
nan,DEWAN UNDANGAN NEGERI,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN KEBUDAYAAN & KESENIAN,KANGAR,PERLIS,,nan,nan,nan
nan,AL MARHOM KAYANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,BOHOR LATEH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,BOHOR MALI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,BUKIT PUTEH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,BUKIT TOK PO,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN BESAR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN LAMA KUALA PERLIS (BATU 4),KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN MASJID,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN MIRI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN PANGGONG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN SERAWAK,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN SIAKAP,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,JALAN SIMPANG EMPAT (BATU 3 3/4 - 4 1/2),KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BAHAGIA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BANGSAL LEBAH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU (JALAN SARAWAK),KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU JETI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU TANDIAP,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU TOK KUNING,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BATU BUAYA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BATU LIMA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BEHOR LATEH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BELAKANG KILANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BESAR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR IBUS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR LATEH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR MESJID,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR ROTAN PAHIT,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR TUI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT PAPAN,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG HUJUNG TANJUNG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG KOLAM RAJA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG KOTA KAYANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG KUALA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG KURUNG TENGAR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG LANGGAR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG NELAYAN,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG BESAR SELATAN,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG CINA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG JAMIL,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PAK LENGAH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PELADANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PERAK,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG POKOK ASAM,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PUJU,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PULAU KETAM,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG PULAU,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG SEBERANG ALOR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG SEBERANG JAYA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG SEBERANG TOK PI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI MATI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TANDIAP,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TANJUNG GELAM,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TELOK,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TENGAH BOHOR LATEH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TENGAH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TERUS TERITIP,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TITI SERONG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TOK KAYA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG TOK KUNING,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG UTAN IBUS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG WAI,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAMPUNG WANG PINANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KAWASAN PERINDUSTRIAN KUALA PERLIS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,KUALA PERLIS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,PERSIARAN PUTRA TIMUR 1,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,PPRT TOK KUNING,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,RANCANGAN PERUMAHAN AWAM 2 KPS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,SUNGAI BEREMBANG,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,SUNGAI MANOR,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,SUNGAI SIPUT,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN BERLIAN,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN BUKIT KUBU,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN INDERA INDAH,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN KUALA PERLIS,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN PELADANG JAYA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN SEMARAK,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN SENTOSA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN SERI BAYU,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN SERI SEMARAK,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,TAMAN SURIA,KUALA PERLIS,PERLIS,,nan,nan,nan
nan,AKED NIAGA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,BUKIT CABANG,PADANG BESAR,PERLIS,,nan,nan,nan
nan,EMAS KERAJANG,PADANG BESAR,PERLIS,,nan,nan,nan
nan,FELCRA LUBUK SIREH,PADANG BESAR,PERLIS,,nan,nan,nan
nan,FELDA MATA AYER,PADANG BESAR,PERLIS,,nan,nan,nan
nan,FELDA RIMBA MAS,PADANG BESAR,PERLIS,,nan,nan,nan
nan,GAPURA SQUARE,PADANG BESAR,PERLIS,,nan,nan,nan
nan,GAPURA SQURE,PADANG BESAR,PERLIS,,nan,nan,nan
nan,JALAN PADANG BESAR (19 KM),PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG ALOR DALAM (BUKIT CHABANG),PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG ASMARA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU BUKIT CHABANG,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU JALAN SAHABAT,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT CHABANG,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHANTEK,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR TINGGI (TITI TINGGI),PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KOK MAK,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KOLAM,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG MASJID,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG MELAYU,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG MAWA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PETANI,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SAHABAT,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SENA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI CHUCHUH,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SYED ABDAN,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TERSUSUN (BATU 20),PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TITI TINGGI HILIR,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TITI TINGGI ULU,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TITI TINGGI,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TOK WAN NIK,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KEM ASKAR RIMBA MAB,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KEM UPP,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KLINIK KESIHATAN JALAN KERETAPI,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KOMPLEKS IMIGRESEN,PADANG BESAR,PERLIS,,nan,nan,nan
nan,KUARANTIN HAIWAN,PADANG BESAR,PERLIS,,nan,nan,nan
nan,PADANG BESAR,PADANG BESAR,PERLIS,,nan,nan,nan
nan,PEJABAT FELDA RIMBA MAS FRM,PADANG BESAR,PERLIS,,nan,nan,nan
nan,PEJABAT KASTAM,PADANG BESAR,PERLIS,,nan,nan,nan
nan,PUSAT SERENTI BUKIT CABANG,PADANG BESAR,PERLIS,,nan,nan,nan
nan,SEKOLAH MENENGAH PADANG BESAR,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN BUNGA CEMPAKA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN BUNGA CINA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN KASTAM BARU,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN KIM 2,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN KIM,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN PERUMAHAN AWAM,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN SINGGAH SANA,PADANG BESAR,PERLIS,,nan,nan,nan
nan,TAMAN UTARA JAYA (FASA 1 - 3),PADANG BESAR,PERLIS,,nan,nan,nan
nan,JALAN PADANG BESAR (BATU 16),KAKI BUKIT,PERLIS,,nan,nan,nan
nan,KAKI BUKIT,KAKI BUKIT,PERLIS,,nan,nan,nan
nan,KAMPUNG TASSOH,KAKI BUKIT,PERLIS,,nan,nan,nan
nan,KAMPUNG WANG KELIAN,KAKI BUKIT,PERLIS,,nan,nan,nan
nan,TAMAN SINGGAHSANA,KAKI BUKIT,PERLIS,,nan,nan,nan
nan,BESERI DALAM,KANGAR,PERLIS,,nan,nan,nan
nan,BESERI,KANGAR,PERLIS,,nan,nan,nan
nan,BILAL UDUH,KANGAR,PERLIS,,nan,nan,nan
nan,BOHOR MADI,KANGAR,PERLIS,,nan,nan,nan
nan,BUKIT KETERI,KANGAR,PERLIS,,nan,nan,nan
nan,EMPANGAN TIMAH TASSOH JPS,KANGAR,PERLIS,,nan,nan,nan
nan,GUAR PANJI,KANGAR,PERLIS,,nan,nan,nan
nan,INSTITUT KEMAHIRAN MARA,KANGAR,PERLIS,,nan,nan,nan
nan,JABATAN PERTANIAN BUKIT TEMIANG,KANGAR,PERLIS,,nan,nan,nan
nan,JALAN ASAM PAYA,KANGAR,PERLIS,,nan,nan,nan
nan,JALAN BESERI - BUKIT KETERI,KANGAR,PERLIS,,nan,nan,nan
nan,JALAN KAKI BUKIT (BATU 4 3/4 - 6 1/4),KANGAR,PERLIS,,nan,nan,nan
nan,JALAN PADANG MELANGIT,KANGAR,PERLIS,,nan,nan,nan
nan,JALAN SANTAN (BATU 3 3/4 - 5),KANGAR,PERLIS,,nan,nan,nan
nan,JKR BEKALAN AIR TASSOH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG ALOR KANGAR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG ALOR TAMPANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BALAI BARU,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU NGULANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BARU PANGAS,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BATU BERTANGKUP,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BATU HAMPAR (BESERI),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BEHOR KULIT KERANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BEHOR MADI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BELAT BATU BESERI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BELUKAR LENGGA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BESERI DALAM,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BESERI JAYA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BILAL UDUH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BOHOR LUAR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BONGKOK,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT JERNIH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT KEDAK,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT MANEK BARAT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT MERAH HILIR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT MERAH HULU,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT MERAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT TEMIANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHICHAK TERBELIT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG DARAT SELATAN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG DARAT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG DATUK SHEIKH AHMAD,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR JENTEK,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR MEDAN GATAL,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR SANAI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KELANG BESERI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KEPALA BATAS DATO KAYAMAN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KUBANG JELITI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KUBANG TIGA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG LEMBAH BIAK,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG LUBOK BATU,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG LUBOK GAJAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG LUBOK HITAM MANIS,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG LUBUK MACHANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG MASJID BESERI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG MEMPELAS,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG NGULANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG GELAM,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG JELUTONG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG LATI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG MALAU,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG MELANGIT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PAYA KELUBI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PAYA SENDUK,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PAYA ULU,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PAYA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PENGHULU JAAFAR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PERAWAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG RAJA CONGGAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SEMADONG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SEMADUNG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SENA RENDANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SIMPANG 3 KILANG GULA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SIMPANG 3 PANGGAS,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SONGLA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI BARU SERAI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI BULOH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI JERNEH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI PAYA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI SERAI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TANJONG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TITI TAMPANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG TUNJONG BESERI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG WANG PISANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG WANG TANGGA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG WANG TENGKU LEMBU,KANGAR,PERLIS,,nan,nan,nan
nan,KILANG GULA,KANGAR,PERLIS,,nan,nan,nan
nan,KLINIK DESA BATU 9,KANGAR,PERLIS,,nan,nan,nan
nan,LEMBAGA PERTUBUHAN PELADANG,KANGAR,PERLIS,,nan,nan,nan
nan,LEMBAGA TEMBAKAU NEGARA,KANGAR,PERLIS,,nan,nan,nan
nan,LUBUK BESAR,KANGAR,PERLIS,,nan,nan,nan
nan,MAKTAB RENDAH SAINS MARA,KANGAR,PERLIS,,nan,nan,nan
nan,PADANG LATI,KANGAR,PERLIS,,nan,nan,nan
nan,PAYA BATU 5,KANGAR,PERLIS,,nan,nan,nan
nan,PAYA BESAR,KANGAR,PERLIS,,nan,nan,nan
nan,PAYA PAUH GEMBOL,KANGAR,PERLIS,,nan,nan,nan
nan,PAYA SENDUK,KANGAR,PERLIS,,nan,nan,nan
nan,PAYA TENGAH,KANGAR,PERLIS,,nan,nan,nan
nan,PERUMAHAN KILANG GULA,KANGAR,PERLIS,,nan,nan,nan
nan,PERUMAHAN PERLIS PLANTATION,KANGAR,PERLIS,,nan,nan,nan
nan,PUSAT HAIWAN BUKIT TEMIANG,KANGAR,PERLIS,,nan,nan,nan
nan,RPA BATU 8,KANGAR,PERLIS,,nan,nan,nan
nan,RPA BUKIT KETERI,KANGAR,PERLIS,,nan,nan,nan
nan,RPA CHUPING,KANGAR,PERLIS,,nan,nan,nan
nan,SEKOLAH MENENGAH SEMADUNG,KANGAR,PERLIS,,nan,nan,nan
nan,"TAMAN 20 (F1, 2)",KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN ANGSANA,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BAHAGIA,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BESERI INDAH,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BESERI JAYA,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BESERI MURNI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BESERI PAYA,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN BUNGA GETI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN CHE LONG,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN DUA PULUH,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN GETI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN HAS MELATI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN HAZ MELATI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN MAS (BESERI),KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN MELATI INDAH (BESERI),KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN PERMAI,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN SEMPURNA JAYA,KANGAR,PERLIS,,nan,nan,nan
nan,BUKIT KETERI,KANGAR,PERLIS,,nan,nan,nan
nan,GUAR PANJI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BELUKAR LENGGA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT JERNIH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KEPALA BATAS DATO KAYA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KUBANG TIGA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG MASJID (BESERI),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG GELAM,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG JELUTONG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PAYA KELUBI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PERAWAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SONGLA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG SUNGAI BULOH,KANGAR,PERLIS,,nan,nan,nan
nan,TAMAN TUNJUNG,KANGAR,PERLIS,,nan,nan,nan
nan,BALAI POLIS MATA AIR,KANGAR,PERLIS,,nan,nan,nan
nan,BUKIT CHUPING,KANGAR,PERLIS,,nan,nan,nan
nan,FELDA CHUPING,KANGAR,PERLIS,,nan,nan,nan
nan,HUTAN LEMBAH,KANGAR,PERLIS,,nan,nan,nan
nan,JALAN MATA AYER (1.6 - 6 KM),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BALIK BUKIT SELATAN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BALIK BUKIT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BALIK GUAR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BANGGOL SENA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BAWAH BUKIT,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BELUKAR (MATA AYER),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG BUKIT CHUPING,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHANGKAT LADA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHE GU ALI,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHELONG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG CHUPING,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GIAL TENGAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GIAL,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR HALBAN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR MUSANG,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG GUAR NANGKA,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG HUTAN LEMBAH,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG HUTAN TEMIN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KERISIK HILIR,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KERSEK (KANGAR),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KERSEK (MATA AYER),KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG KUBANG PERON,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG ORAN,KANGAR,PERLIS,,nan,nan,nan
nan,KAMPUNG PADANG NYU,KANGAR,PERLIS,,nan,nan,nan
